title,price,monthday,year,room,m2,location
DEREGÜMÜ'NDE SİTE İÇERİSİNDE EŞYALI KİRALIK 3+1 DAİRE,27.000 TL,25 Kasım,2025,3+1,150,"Anadolu
Muzaffer Türkeş Mh."
ISPARTA GÜLEVLER MAHALLESİ CADDE ÜZERİNDE 3+1 KİRALIK DAİRE,15.000 TL,25 Kasım,2025,3+1,140,"Çelebiler
Gülevler Mh."
ŞAHİNLER REZİDANS KİRALIK LÜKS 160 M2 3+1 KİRALIK DAİRE,25.000 TL,25 Kasım,2025,3+1,160,"Kepeci
Davraz Mah."
Çünür'de Üniversite&Hastane Yanı Kiralık Geniş 1+1 Apart,11.000 TL,26 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
ISPARTA MERKEZ KEPECİ MAHALLESİNDE KİRALIK APART,14.000 TL,25 Kasım,2025,2+0,48,Kepeci
FK GRUP EMLAK'TAN FATİH MAH LÜKS BÜYÜK 1+1 EŞYALI APART,20.000 TL,26 Kasım,2025,1+1,65,"Anadolu
Fatih Mah."
32 ARTIBİR EMLAKTAN MODERNEVLERDE LÜKS 1+1 GENİŞ BALKONLU APART,12.000 TL,26 Kasım,2025,1+1,50,"Anadolu
Modern Evler Mah."
İSTİKLAL MAHALLESİNDE KİRALIK STÜDYO DAİRE,16.000 TL,25 Kasım,2025,2+1,55,"Kepeci
İstiklal Mh."
MERKEZDE OFİS KULLANIMINA UYGUN STÜDYO 2+1 KİRALIK DAİRE,23.000 TL,25 Kasım,2025,2+1,75,Kepeci
TENEKE BAKKAL ALTINDA MÜSTAKİL TADINDA KİRALIK 3+1 KİRALIK DAİRE,12.500 TL,24 Kasım,2025,3+1,130,"Çelebiler
Halife Sultan Mah."
KOL ÇELİK KAVŞAĞINDA KİRALIK 3+1 DAİRE,15.500 TL,24 Kasım,2025,3+1,155,"Anadolu
Modern Evler Mah."
BATIKENT MAH DOĞALGAZLI 2+1 KİRALIK DAİRE,11.000 TL,24 Kasım,2025,2+1,100,"Kutlubey
Batıkent Mh."
KİRALIK 2+0 ARA KAT APART. Isparta Fatih Mahallesi'nde,8.500 TL,24 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
FATİH MAHALLESİNDE KİRALIK 2+1 APART,9.500 TL,24 Kasım,2025,2+1,50,"Anadolu
Fatih Mah."
HASTANE CADDESİNDE 3+1 KİRALIK DAİRE,17.000 TL,24 Kasım,2025,3+1,135,"Kutlubey
Hızırbey Mh."
ÇÜNÜR TOKİ 1002 KONUTLARINDA SIFIR DAİRE,15.000 TL,24 Kasım,2025,2+1,120,"Anadolu
Çünür Mh."
ISPARTA MERKEZ SANAYİ MAHALLESİNDE KİRALIK 3+1 DAİRE,19.000 TL,24 Kasım,2025,3+1,150,"Anadolu
Sanayi Mah."
SERMETTE ÇALIŞANA BEKARA UYGUN 1+1 KİRALIK APART DAİRE,12.500 TL,24 Kasım,2025,1+1,45,"Kepeci
Sermet Mah."
ESLİFE DA 40 M 1+0 STÜDYO APART,11.000 TL,24 Kasım,2025,Stüdyo (1+0),50,"Anadolu
Çünür Mh."
ÇÜNÜRDE KİRALIK 3+1 DAİRE,22.000 TL,24 Kasım,2025,3+1,140,"Anadolu
Çünür Mh."
"AYRI MUTFAKLI, GENİŞ SALONLU ANA YOL YANI KİRALIK 2+1 DAİRE",10.000 TL,24 Kasım,2025,2+1,120,"Kozluçay
Dere Mah."
İYAŞ AVM YANI KİRALIK 1+1 EŞYALI APART,10.000 TL,26 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
ASYA EMLAK TAN ÇARŞIDA AİLE BİNASINDA EŞYALI 2+0,15.000 TL,24 Kasım,2025,2+0,70,"Kutlubey
Pirimehmet Mah."
DİNÇER GYD-ÖZKANLAR CADDE DİBİNDE GENİŞ 2+1 HERŞEY DAHİL 15.000₺,15.000 TL,25 Kasım,2025,2+1,65,"Anadolu
Bahçelievler Mh."
Sahibinden Eşyalı VIP Geniş 1+1 apart,14.000 TL,24 Kasım,2025,1+1,53,"Anadolu
Çünür Mh."
İyaş Anayol Üzerinde Lüks 1+0 Daire Herşey Dahil,6.000 TL,24 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Bahçelievler Mh."
Isparta ordu evi arkası,18.000 TL,24 Kasım,2025,1+1,65,"Çelebiler
İskender Mh."
ALPEREN GAYRİMENKUL'DEN MODERNEVLER'DE BALKONLU 2+1 EŞYALI APART,12.000 TL,24 Kasım,2025,2+1,45,"Anadolu
Modern Evler Mah."
KAYA EMLAKTAN ÇÜNÜR MAH.KİRALIK 3+1 DAİRE,22.000 TL,25 Kasım,2025,3+1,155,"Anadolu
Çünür Mh."
,,,,,,
ISPARTA KEPECİ'DE 2+1 KİRALIK DAİRE,25.000 TL,24 Kasım,2025,2+1,90,Kepeci
ISPARTA DEREGÜMÜ MAHALLESİ'NDE 3+1 KİRALIK DAİRE,20.000 TL,24 Kasım,2025,3+1,135,"Anadolu
Muzaffer Türkeş Mh."
Sahibinden mükemmel konumda 3+1 130 metrekare daire,14.500 TL,24 Kasım,2025,3+1,145,"Anadolu
Modern Evler Mah."
ISPARTA MERKEZ ÇÜNÜR MAHALLESİNDE KİRALIK APART DAİRE.,13.000 TL,24 Kasım,2025,1+1,48,"Anadolu
Çünür Mh."
ÇARŞI MERKEZDE KİRALIK 2+1 EŞYALI DAİRE,12.000 TL,26 Kasım,2025,2+1,60,"Kutlubey
Pirimehmet Mah."
MNS GAYRİMENKULDEN KİRALIK FATİH MAH 2+1 ARAKAT APART,13.000 TL,24 Kasım,2025,2+1,60,"Anadolu
Fatih Mah."
Valilik-Ordu evi yakını 2+1 Eşyalı Isınma-Elekrik-Su Dahil,16.000 TL,25 Kasım,2025,2+1,70,"Çelebiler
İskender Mh."
MUZAFFER TÜRKEŞ MAHALLESİNDE SIFIR KİRALIK DAİRELER,25.000 TL,24 Kasım,2025,3+1,150,"Anadolu
Muzaffer Türkeş Mh."
ÇAYBOYUNDA KİRALIK SIFIR 3+1 DAİRE,28.000 TL,24 Kasım,2025,3+1,135,"Çelebiler
Keçeci Mh."
kule246'DA KİRALIK 3+1 145 M2 LÜX KİRALIK DAİRE,28.000 TL,26 Kasım,2025,3+1,145,"Kepeci
Davraz Mah."
HIZIRBEY MAHALLESİ'NDE HER ŞEY DAHİL KİRALIK APART,12.000 TL,25 Kasım,2025,1+1,40,"Kutlubey
Hızırbey Mh."
FATİH DE HERŞEY DAHİL 1+1 ( BAHÇE KAT ),7.500 TL,24 Kasım,2025,2+0,35,"Anadolu
Fatih Mah."
!!MODERNEVLER MAH // KİRALIK 1+1 APART//YAKI­T+İNTERNET DAHİL !!,9.000 TL,28 Kasım,2025,1+1,38,"Anadolu
Modern Evler Mah."
CENTRUM GARDEN KARŞISI 1+1 EŞYALI DAİRE,12.000 TL,24 Kasım,2025,1+1,50,"Kepeci
Davraz Mah."
İYAŞA YAKIN CADDE ÜSTÜ 2+1 APART,10.000 TL,24 Kasım,2025,2+1,45,"Anadolu
Fatih Mah."
ISPARTA İSTİKLAL'DE KİRALIK 3+1 DAİRE,23.000 TL,24 Kasım,2025,3+1,135,"Kepeci
İstiklal Mh."
sahibinden kiralık,20.000 TL,24 Kasım,2025,3+1,135,"Kepeci
Davraz Mah."
FATİH MAHALLESİNDE BİREYSEL DOĞALGAZLI 3+1 150 M² KİRALIK DAİRE,13.000 TL,24 Kasım,2025,3+1,150,"Anadolu
Fatih Mah."
Sidre mah Kiralık 3+1 Arakat,14.000 TL,24 Kasım,2025,3+1,130,"Çelebiler
Sidre Mah."
201 CADDE KAHVE6 ÜSTÜ CADDE ÜZERİ 3+1 KİRALIK MANZARALI DAİRE !!,23.000 TL,25 Kasım,2025,3+1,140,"Anadolu
Fatih Mah."
//ÇARŞI MERKEZDE KİRALIK LÜKS 1+1 APART DAİRE //,19.000 TL,25 Kasım,2025,1+1,55,Kepeci
BURÇ CAFE ÜZERİNDE HERŞEY DAHİL 2+1 APART,14.500 TL,24 Kasım,2025,2+0,70,"Anadolu
Modern Evler Mah."
BEN OLSAM KAÇIRMAZDIM,13.000 TL,23 Kasım,2025,1+1,60,"Anadolu
Modern Evler Mah."
SAHİBİNDEN KİRALIK 1+0 EŞYALI DAİRE,7.000 TL,25 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Mehmet Tönge Mh."
YAYLA MAHALLESİ'NDE 3+1 GENİŞ KİRALIK DAİRE,24.500 TL,23 Kasım,2025,3+1,155,"Tokmacık
Yayla Mah."
SAHİBİNDEN KİRALIK 3+1 BAHÇE KATI,14.000 TL,23 Kasım,2025,3+1,150,"Kozluçay
Dere Mah."
IYAŞ AVM ye YAKIN 2+1 HERŞEY DAHİL EŞYALI KİRALIK APART DAİRELER,11.500 TL,23 Kasım,2025,2+1,50,"Anadolu
Zafer Mah."
ISPARTA MERKEZ FATİH MAH. 1+0 BAHÇE KATI APART. AYLIK VERİLİR.,5.000 TL,27 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Fatih Mah."
ÇÜNÜR MAHALLESİ KİRALIK 3+1 GÜNEY CEPHE DAİRE,22.000 TL,18 Kasım,2025,3+1,156,"Anadolu
Çünür Mh."
"ISPARTA MERKEZ YAYLA MAH.(111CADDE)1+1 ,45 M2. KİRALIK APART",13.000 TL,23 Kasım,2025,1+1,55,"Tokmacık
Yayla Mah."
"ISPARTAMERKEZ HALIKENT MAH.3+1,5.KAT ASANSÖRLÜ KİRALIK DAİRE",14.000 TL,23 Kasım,2025,3+1,145,"Çelebiler
Halıkent Mh."
Sahibinden Modern Evler'de Seçkin Konsept 1+1,11.000 TL,23 Kasım,2025,1+1,40,"Anadolu
Modern Evler Mah."
ÇÜNÜR DE EŞYALI ARA KAT DAİRE/APART,22.000 TL,24 Kasım,2025,2+1,90,"Anadolu
Çünür Mh."
DEREGÜMÜ'DE KİRALIK SIFIR 3+1 LÜX DAİRE,25.000 TL,23 Kasım,2025,3+1,145,"Anadolu
Zafer Mah."
Sahibinden Kiralık,9.500 TL,23 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
İSTASYON DA EŞYALI 3+1 KİRALIK,30.000 TL,24 Kasım,2025,3+1,135,Kepeci
ÇÜNÜR MAHALLESİNDE 2+1 EŞYALI BALKONLU ASANSÖRLÜ APART,13.000 TL,24 Kasım,2025,2+1,60,"Anadolu
Çünür Mh."
VİSTA'DAN SDÜ YANI KİRALIK 2+1 APART,17.000 TL,23 Kasım,2025,2+1,55,"Anadolu
Çünür Mh."
Sahibinden Eşyalı Kombili 1+1 Kullanışlı Daire,12.500 TL,23 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
Geniş 2+1 apart,12.200 TL,24 Kasım,2025,2+1,60,"Anadolu
Çünür Mh."
FATİH MAHALLESİNDE KİRALIK 2+1 EŞYALI DAİRE,11.000 TL,26 Kasım,2025,2+1,50,"Anadolu
Fatih Mah."
ASYA EMLAK TAN ÇARŞIDA EŞYALI BALKONLU 2+1 ARAKAT,9.000 TL,24 Kasım,2025,2+1,65,"Kutlubey
Pirimehmet Mah."
FATİH MAHALLESİNDE KİRALIK 1+1 APART,10.000 TL,25 Kasım,2025,1+1,45,"Anadolu
Fatih Mah."
KULE246'DA SIFIR EŞYALI KİRALIK LÜX 1+1 STÜDYO DAİRELER,16.000 TL,26 Kasım,2025,1+1,55,"Kepeci
Davraz Mah."
Gef Gayrimenkulden Yeni ISUBU yerleşkesine 200 m. Mesafede 2+1,12.500 TL,23 Kasım,2025,2+1,45,"Kutlubey
Hızırbey Mh."
KEPECİ MAHALLESİ OFİS KULLANIMINA UYGUN LÜKS 1+1 APART DAİRE,17.000 TL,24 Kasım,2025,1+1,55,Kepeci
BLACK GAYRİMENKUL// FATİH MAH. 1+1 APART,10.500 TL,23 Kasım,2025,1+1,45,"Anadolu
Fatih Mah."
İstiklal mahallesi 3+1,23.500 TL,22 Kasım,2025,3+1,135,"Kepeci
İstiklal Mh."
FATİHTE İYAŞA YÜRÜME MESAFESİNDE ARA KAT BALKONLU 2+0 APART,10.000 TL,22 Kasım,2025,2+0,45,"Anadolu
Fatih Mah."
MUZAFFER TÜRKEŞDE KİRALIK 3+1 DAİRE ARAKAT GÖK KUBBEYE YAKIN,26.000 TL,22 Kasım,2025,3+1,148,"Anadolu
Muzaffer Türkeş Mh."
Valilik yakını Kiralık 2+1,13.000 TL,22 Kasım,2025,2+1,100,"Çelebiler
Gazi Kemal Mah."
"EŞYALI, DOĞALGAZ DAHİL APART - MERKEZİ KONUMDA",12.000 TL,22 Kasım,2025,1+1,50,"Anadolu
Sanayi Mah."
DAVRAZ MAHALLESİ ÇEVRE YOLUNA YAKIN KİRALIK 3+1 DAİRE,20.000 TL,22 Kasım,2025,3+1,160,"Kepeci
Davraz Mah."
ÇÜNÜRÜN GÖZBEBEĞİ,16.000 TL,22 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
KİRALIK 1+0 APARTLAR,7.500 TL,22 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Fatih Mah."
MEYDAN AVM YAKININDA KİRALIK 2+0 TEMİZ APART,12.000 TL,22 Kasım,2025,2+0,45,"Kutlubey
Pirimehmet Mah."
ÇARŞI MERKEZDE 3+1 KİRALIK DAİRE,20.000 TL,22 Kasım,2025,3+1,170,"Çelebiler
Çelebiler Mh."
,,,,,,
KİRALIK 3+1 YENİ DAİRE Pazar yerine 1 dk,22.000 TL,22 Kasım,2025,3+1,145,"Anadolu
Çünür Mh."
32 ARTIBİR EMLAKTAN İSTİKLAL MAHALLESİNDE 3+1 DAİRE,18.000 TL,22 Kasım,2025,3+1,145,"Kepeci
İstiklal Mh."
MEYDAN AVM ÜSTÜ KİRALIK APART DAİRELER,7.500 TL,23 Kasım,2025,Stüdyo (1+0),7.500,"Kutlubey
Bağlar Mh."
32 ARTIBİR EMLAKTAN ÇÜNÜRDE 65M2 APART DAİRE,13.000 TL,27 Kasım,2025,2+1,65,"Anadolu
Çünür Mh."
LİDER EMLAK Çarşı Özkanlar kavşağında 2+1 full eşyalı 18.000₺,18.000 TL,22 Kasım,2025,2+1,130,"Kutlubey
Pirimehmet Mah."
Davraz Mahallesi Muhteşem Konumda Kiralık Daire,22.000 TL,22 Kasım,2025,3+1,155,"Kepeci
Davraz Mah."
ISUBÜ VE MEYDAN AVM'YE YAKIN HER ŞEY DAHİL KİRALIK 1+1 APART,13.000 TL,22 Kasım,2025,1+1,45,"Kutlubey
Hızırbey Mh."
ISPARTA MERKEZ YEDİŞEHİTLER 1+0 HERŞEY DAHİL BALKONLU APART.,6.000 TL,22 Kasım,2025,Stüdyo (1+0),20,"Anadolu
Yedişehitler Mh."
3+1 ANA CADDE TADİLATLI,18.500 TL,22 Kasım,2025,3+1,130,"Anadolu
Fatih Mah."
ISPARTA SANAYİ MAHALLESİ'NDE KİRALIK DAİRE,30.000 TL,25 Kasım,2025,3+1,182,"Anadolu
Sanayi Mah."
ISPARTA MERKEZ VATAN MAH 3+1 145 M2 BAKIMLI DAİRE,16.500 TL,22 Kasım,2025,3+1,145,"Çelebiler
Vatan Mah."
ISPARTA MERKEZ BAĞLAR MAH. 2+0 ESYALİ KİRALIK APART,10.000 TL,27 Kasım,2025,2+0,50,"Kutlubey
Bağlar Mh."
ISPARTA HALIKENT MAHALLESİNDE KİRALIK DAİRE,12.500 TL,22 Kasım,2025,3+1,145,"Çelebiler
Halıkent Mh."
ISUBÜ alt sokağında kiralık 0 apart daire,17.000 TL,22 Kasım,2025,1+1,50,"Çelebiler
Turan Mah."
MODERNEVLERDE KİRALIK 1+0 EŞYALI APART DAİRE,8.000 TL,22 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Modern Evler Mah."
FATİHTE SIFIR ULTRA LÜKS EŞYALI APART,17.500 TL,22 Kasım,2025,1+1,60,"Anadolu
Fatih Mah."
FATİH MAHALLESİNDE METRO CITY DE 4+1 198 M2 KİRALIK ŞIK DAİRE,30.000 TL,22 Kasım,2025,4+1,198,"Anadolu
Fatih Mah."
kiralık 1+0 stüdyo apart,10.500 TL,24 Kasım,2025,Stüdyo (1+0),45,"Anadolu
Çünür Mh."
YÜCEER GAYRİMENKUL'DEN DAVRAZ MAH. KULE246'DA KİRALIK 3+1 DAİRE,24.000 TL,23 Kasım,2025,3+1,145,"Kepeci
Davraz Mah."
KİRALIK İYAŞA 7-8DK ÇATI KAT 1+0 APART,6.500 TL,26 Kasım,2025,Stüdyo (1+0),24,"Anadolu
Fatih Mah."
DİNÇER GYD-ZAFER MAHALLESİNDE 3+1 ARA KAT 15.000₺,15.000 TL,22 Kasım,2025,3+1,150,"Anadolu
Zafer Mah."
DİNÇER GYD-BAĞLAR MAH MEYDAN AVM MEVKİ BAHÇELİ 2+1 9500₺,9.500 TL,22 Kasım,2025,2+1,55,"Kutlubey
Bağlar Mh."
ZAFER MAHALLESİNDE 2+1 105 M² GENİŞ TERASLI ÇATI KAT DAİRE,11.000 TL,22 Kasım,2025,2+1,100,"Anadolu
Zafer Mah."
YEDİŞEHİTLER MAHALLESİNDE 1+1 BALKONLU GENİŞ ARAKAT APART,10.500 TL,22 Kasım,2025,1+1,50,"Anadolu
Yedişehitler Mh."
MODERNEVLER MAH KİRALIK 3+1 CADDE ÜZERİ GÜNEY CEPHE,20.500 TL,22 Kasım,2025,3+1,130,"Anadolu
Modern Evler Mah."
Aşağı Belmaş evleri itfaye üzeri dere boyu yukarı doğru,18.000 TL,22 Kasım,2025,2+1,110,"Kepeci
Karaağaç Mh."
ÇÜNÜR ADEN KONUTTA GENİŞ 2+1 APART DAİRE,16.000 TL,22 Kasım,2025,2+1,65,"Anadolu
Çünür Mh."
ÇARŞI MERKEZ ANA CADDE 2+1 70m2 BALKONLU DAİRE,15.000 TL,23 Kasım,2025,2+1,70,"Kutlubey
Hızırbey Mh."
FK GRUP EMLAK'TAN ÇÜNÜR MAH TIP FAKÜLTESİ KARŞISINDA 1+1 APART,10.000 TL,22 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
KULE246'DA KİRALIK LÜX 2+1 DAİRE,20.000 TL,26 Kasım,2025,2+1,90,"Kepeci
Davraz Mah."
Halıkent mah kiralık arakat 3+1 daire..,12.500 TL,22 Kasım,2025,3+1,155,"Çelebiler
Sidre Mah."
FATİHTE KİRALIK 3+1BAKIMLI DAİRE,11.000 TL,22 Kasım,2025,3+1,110,"Anadolu
Yedişehitler Mh."
ÖZEL DAVRAZ YAŞAM HASTANESİ YANINDA KİRALİK ESYALİ2+1APARTLAR,10.000 TL,22 Kasım,2025,2+1,52,"Kutlubey
Pirimehmet Mah."
//MODERNEVLER MAHALLESİ 2+1 KİRALIK LÜKS KIZ APARTI//,14.500 TL,25 Kasım,2025,2+1,55,"Anadolu
Modern Evler Mah."
SAHİBİNDEN KİRALIK 3+1,25.000 TL,21 Kasım,2025,3+1,150,"Anadolu
Muzaffer Türkeş Mh."
HIZIRBEYDE KİRALIK BAKIMLI GÜZEL KONUMDA 3+1 DAİRE,18.500 TL,22 Kasım,2025,3+1,140,"Kutlubey
Hızırbey Mh."
HIZIRBEYDE KİRALIK BAKIMLI GÜZEL KONUMDA 3+1 DAİRE,18.500 TL,22 Kasım,2025,3+1,140,"Kutlubey
Hızırbey Mh."
ÇARŞI MERKEZDE ULTRA LÜKS SIFIR EŞYALI KİRALIK 1+1 APART,15.500 TL,22 Kasım,2025,1+1,45,"Kutlubey
Bağlar Mh."
FATİHTE KİRALIK LÜKS 1+1 EŞYALI APART,10.000 TL,22 Kasım,2025,1+1,45,"Anadolu
Fatih Mah."
Işıkkent'de Kiralık Daire,12.000 TL,21 Kasım,2025,3+1,120,"Kutlubey
Işıkkent Mh."
yedisehitler de kiralık,12.500 TL,21 Kasım,2025,2+1,100,"Anadolu
Yedişehitler Mh."
Isparta Çünür Kiralık 1+1 70m2 Elit Apart,18.000 TL,22 Kasım,2025,1+1,70,"Anadolu
Çünür Mh."
İstanbul Caddesi Üzeri Kiralık 2+0 ve 1+1 Rezidans Daireler,16.250 TL,21 Kasım,2025,2+0,52,"Anadolu
Bahçelievler Mh."
Kiralık ev,15.000 TL,21 Kasım,2025,3+1,120,"Anadolu
Fatih Mah."
"ISPARTA MERKEZ ÇÜNÜR MAH.1+1, 2.KAT EŞYALI KİRALIK APART",15.000 TL,21 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
ÇÜNÜR - YENİ OTOGAR KARŞ. FULL EŞYALI 3+1 DAİRE KOMİSYONSZ,14.500 TL,21 Kasım,2025,3+1,120,"Anadolu
Çünür Mh."
ÖZKANLAR ÜSTÜ KOÇ CAM KARŞISI ARA KAT KİRALIK APART,6.500 TL,23 Kasım,2025,Stüdyo (1+0),25,"Kutlubey
Bağlar Mh."
KAYA EMLAKTAN ANADOLU MAH. SIFIR KİRALIK 1+1 DAİRE,18.000 TL,21 Kasım,2025,1+1,65,Anadolu
Isparta merkez zafer mahallesi 2+0. 1+0. Kiralık Apartlar,6.500 TL,21 Kasım,2025,2+0,25,"Anadolu
Zafer Mah."
İSTİKLAL MAHALLESİNDE KİRALIK DAİRE,18.000 TL,22 Kasım,2025,3+1,135,"Kepeci
İstiklal Mh."
Kunduracılar Sitesi Şemsiyeli sokakta 2 + 1 60 metre² ultra lüks,12.500 TL,21 Kasım,2025,2+1,60,"Kutlubey
Pirimehmet Mah."
32 ARTIBİR EMLAKTAN BAHÇELİEVLER'DE BÖCÜZADE PARKI'NIN KARŞISI,7.000 TL,23 Kasım,2025,Stüdyo (1+0),30,"Anadolu
Bahçelievler Mh."
ÇELİKEV GAYRİMENKUL'DEN MODERNEVLERDE ARAKAT HER ŞEY DAHİL 2+1,15.000 TL,21 Kasım,2025,2+1,55,"Anadolu
Modern Evler Mah."
Anadolu Mahallesi Kiralık Dairemiz 5 katlı 4 kat,10.000 TL,21 Kasım,2025,2+1,120,Anadolu
KARGOCULAR SOKAĞINDA GENİŞ 2+1 KİRALIK DAİRE,15.000 TL,22 Kasım,2025,2+1,115,"Çelebiler
Çelebiler Mh."
ÇÜNÜR'DE ÜNİVERSİTE YAKINI 1+1 LÜX EŞYALI APART,14.500 TL,21 Kasım,2025,1+1,45,"Anadolu
Çünür Mh."
Isparta merkez ayazmana mahallesi kiralık 3+1 daire,7.000 TL,21 Kasım,2025,3+1,150,"Çelebiler
Ayazmana Mah."
Güneş Gayrimenkul'den Çarşı Merkez'de 2+0 Yakıt Net Dahil,11.000 TL,24 Kasım,2025,2+0,50,"Kutlubey
Pirimehmet Mah."
YÜCEER GAYRİMENKUL'DEN KULE246 SİTESİNDE KİRALIK LÜX 1+1 DAİRE,14.000 TL,23 Kasım,2025,1+1,55,"Kepeci
Davraz Mah."
Sahibinden çünürde eşyalı apart,16.500 TL,21 Kasım,2025,1+1,50,"Anadolu
Çünür Mh."
İYAŞA YÜRÜME MESAFESİNDE KİRALIK 2+1 EŞYALI APART,10.500 TL,21 Kasım,2025,2+1,50,"Anadolu
Zafer Mah."
DİNÇER GYD-KEPECİ ÇARŞI MERKEZ 1+0 STÜDYO DAİRELER 8000₺,8.000 TL,22 Kasım,2025,Stüdyo (1+0),40,Kepeci
32 ARTIBİR EMLAKTAN İYAŞ AVM YANI 2 +1 YAKIT İNTERNET AİDAT KİRA,8.500 TL,24 Kasım,2025,2+1,52,"Anadolu
Fatih Mah."
MNS GAYRİMENKULDEN KİRALIK DAVRAZ MAH 3+1 DAİRE,18.000 TL,21 Kasım,2025,3+1,140,"Kepeci
Davraz Mah."
"ZİRAAT EMLAK' TAN KİRALIK İYAŞ ÜZERİ 1+1, MEGA LÜKS APART",12.000 TL,21 Kasım,2025,2+1,50,"Anadolu
Fatih Mah."
ÇARŞI MERKEZDE 3+1 ARAKAT YALITIMLI ASANSÖRLÜ KİRALIK DAİRE,16.000 TL,21 Kasım,2025,3+1,135,"Kutlubey
Hızırbey Mh."
MODERNEVLER MAHALLESİ BİREYSEL KOMBİLİ KİRALIK 1+1 APART,13.000 TL,21 Kasım,2025,1+1,50,"Anadolu
Modern Evler Mah."
BAHÇELİEVLERDE ARA KAT HER ŞEY DAHİL 2+0 APARTLAR,12.000 TL,21 Kasım,2025,2+1,50,"Anadolu
Bahçelievler Mh."
MODERNEVLER MAHALLESİ DURAĞA YAKIN TERASLI 1+0 KİRALIK APART,9.000 TL,24 Kasım,2025,Stüdyo (1+0),35,"Anadolu
Modern Evler Mah."
ÇÜNÜR MAHALLESİNDE KİRALIK 1+1 EŞYALI APART,10.000 TL,20 Kasım,2025,1+1,55,"Anadolu
Çünür Mh."
ÇÜNÜR'ÜN TAM MERKEZİNDE KİRALIK ARAKAT 3+1 DAİRE...,23.500 TL,20 Kasım,2025,3+1,140,"Anadolu
Çünür Mh."
kiralık çatı katı daire,12.000 TL,20 Kasım,2025,3+0,110,"Anadolu
Fatih Mah."
3+1 sıfır daire,24.000 TL,20 Kasım,2025,3+1,145,"Anadolu
Muzaffer Türkeş Mh."
KAFELER CADDESİ İÇİNDE KİRALIK ARA KAT 2+1 OFİS/DAİRE,15.000 TL,20 Kasım,2025,2+1,100,Kutlubey
IYAŞPARKA YÜRÜME MESAFESİNDE 2+0 APART 10.000TL'YE SAHİBİNDEN,10.000 TL,20 Kasım,2025,Stüdyo (1+0),40,"Anadolu
Bahçelievler Mh."
LİDER EMLAK Fatih mah geniş 1+1 Herşey dahil 21.000₺,21.000 TL,21 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
VATAN MAH HD PARK SİTESİ 3+1 KİRALIK DAİRE,22.000 TL,20 Kasım,2025,3+1,155,"Çelebiler
Vatan Mah."
HALIKENT MAHALLESİ'NDE SİTE İÇİNDE KİRALIK 2+1 DAİRE,12.000 TL,20 Kasım,2025,2+1,110,"Çelebiler
Halıkent Mh."
"ZİRAAT EMLAK' TAN KİRALIK BAĞLAR MAHALLESİNDE 1+1, DAİRE",13.000 TL,20 Kasım,2025,1+1,50,"Kutlubey
Bağlar Mh."
Kiralık apart,10.000 TL,20 Kasım,2025,1+1,50,"Anadolu
Fatih Mah."
KİRALIK IŞIKKENT MAH. 6+1 DUBLEKS DAİRE.,43.000 TL,20 Kasım,2025,6+1,200,"Kutlubey
Işıkkent Mh."
ANADOLU MAHALLESİ'NDE SİTE İÇERİSİNDE KİRALIK 3+1 DAİRE,18.000 TL,20 Kasım,2025,3+1,130,Anadolu
Kiralık Daire yukarı belmaş gök kuppe yani,10.000 TL,20 Kasım,2025,3+1,120,"Kutlubey
Batıkent Mh."
ISPARTA MERKEZ CUMHURİYET CAD. 2+1 ASANSÖRLÜ APART.,12.500 TL,23 Kasım,2025,2+1,25,"Kutlubey
Pirimehmet Mah."
Kiralık ev,8.000 TL,20 Kasım,2025,2+1,95,"Kutlubey
Pirimehmet Mah."
GEF GAYRİMENKULDEN TREN İSTASYONU KARŞISINDA KİRALIK 2+1 DAİRE,21.750 TL,20 Kasım,2025,2+1,100,"Kepeci
İstiklal Mh."
Gazikemal Mah. Ana cadde üzeri,16.750 TL,20 Kasım,2025,2+1,130,"Çelebiler
Gazi Kemal Mah."
YAĞMUR EMLAK'TAN ÖZKANLARDA HERŞEY DAHİL 1+1 EŞYALI APART,7.000 TL,21 Kasım,2025,1+1,25,"Kutlubey
Pirimehmet Mah."
ISPARTA AYAZMANA'DA SİTE İÇİNDE 3+1 ARAKAT KİRALIK DAİRE,27.000 TL,20 Kasım,2025,3+1,135,"Çelebiler
Ayazmana Mah."
Meydan Avm ye yürüme mesafesinde,14.000 TL,20 Kasım,2025,2+1,70,"Anadolu
Bahçelievler Mh."
Güneş Gayrimenkul'den ModernEvler Eşyalı Balkonlu YakıtNet Dahil,9.000 TL,20 Kasım,2025,1+1,40,"Anadolu
Modern Evler Mah."
